title,author,description,language,isbn,genres,pages,firstPublishDate,coverImg
Assassin's Apprentice,Robin Hobb (Goodreads Author),"In a faraway land where members of the royal family are named for the virtues they embody, one young boy will become a walking enigma.Born on the wrong side of the sheets, Fitz, son of Chivalry Farseer, is a royal bastard, cast out into the world, friendless and lonely. Only his magical link with animals - the old art known as the Wit - gives him solace and companionship. But the Wit, if used too often, is a perilous magic, and one abhorred by the nobility.So when Fitz is finally adopted into the royal household, he must give up his old ways and embrace a new life of weaponry, scribing, courtly manners; and how to kill a man secretly, as he trains to become a royal assassin.",English,9780553573398,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Adult', 'Audiobook', 'Young Adult']",435,05/28/95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464570795l/77197._SY475_.jpg
The Prophet,Kahlil Gibran,"Kahlil Gibran’s masterpiece, The Prophet, is one of the most beloved classics of our time. Published in 1923, it has been translated into more than twenty languages, and the American editions alone have sold more than nine million copies.The Prophet is a collection of poetic essays that are philosophical, spiritual, and, above all, inspirational. Gibran’s musings are divided into twenty-eight chapters covering such sprawling topics as love, marriage, children, giving, eating and drinking, work, joy and sorrow, housing, clothes, buying and selling, crime and punishment, laws, freedom, reason and passion, pain, self-knowledge, teaching, friendship, talking, time, good and evil, prayer, pleasure, beauty, religion, and death.",English,9780001000391,"['Poetry', 'Philosophy', 'Classics', 'Fiction', 'Spirituality', 'Religion', 'Literature', 'Inspirational', 'Self Help', 'Novels']",127,10/28/23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355046521l/2547.jpg
Go Ask Alice,"Beatrice Sparks (as ""Anonymous""), Anonymous","It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth -- and ultimately her life.
  Read her diary. Enter her world. You will never forget her.
",English,9781416914631,"['Young Adult', 'Fiction', 'Classics', 'Contemporary', 'Realistic Fiction', 'Teen', 'Mental Health', 'Banned Books', 'Coming Of Age', 'Psychology']",213,10/28/71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327870536l/46799.jpg
The Trial,"Franz Kafka, Max Brod (Afterword), Willa Muir (Translator), Edwin Muir (Translator)","Written in 1914 but not published until 1925, a year after Kafka’s death, The Trial is the terrifying tale of Josef K., a respectable bank officer who is suddenly and inexplicably arrested and must defend himself against a charge about which he can get no information. Whether read as an existential tale, a parable, or a prophecy of the excesses of modern bureaucracy wedded to the madness of totalitarianism, The Trial has resonated with chilling truth for generations of readers.",English,9999999999999,"['Classics', 'Fiction', 'Literature', 'Philosophy', 'German Literature', 'Novels', 'Dystopia', '20th Century', 'Czech Literature', 'Literary Fiction']",255,10/28/25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399438l/17690.jpg
Living Dead in Dallas,Charlaine Harris (Goodreads Author),"Cocktail waitress Sookie Stackhouse is having a streak of bad luck. First her co-worker is killed, and no one seems to care. Then she comes face to-face with a beastly creature that gives her a painful and poisonous lashing. Enter the vampires, who graciously suck the poison from her veins (like they didn't enjoy it).The point is: they saved her life. So when one of the bloodsuckers asks for a favor, she obliges - and soon Sookie's in Dallas, using her telepathic skills to search for a missing vampire. She's supposed to interview certain humans involved, but she makes one condition: the vampires must promise to behave and let the humans go unharmed. But that's easier said than done, and all it takes is one delicious blonde and one small mistake for things to turn deadly....",English,9781841493008,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Adult']",291,04/28/02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501808l/110494.jpg
The Kitchen House,Kathleen Grissom (Goodreads Author),"When a white servant girl violates the order of plantation society, she unleashes a tragedy that exposes the worst and best in the people she has come to call her family. Orphaned while onboard ship from Ireland, seven-year-old Lavinia arrives on the steps of a tobacco plantation where she is to live and work with the slaves of the kitchen house. Under the care of Belle, the master's illegitimate daughter, Lavinia becomes deeply bonded to her adopted family, though she is set apart from them by her white skin. Eventually, Lavinia is accepted into the world of the big house, where the master is absent and the mistress battles opium addiction. Lavinia finds herself perilously straddling two very different worlds. When she is forced to make a choice, loyalties are brought into question, dangerous truths are laid bare, and lives are put at risk.",English,9781439153666,"['Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Audiobook', 'Adult Fiction', 'Adult', 'Southern', 'Novels', 'African American']",369,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463229128l/6837103._SY475_.jpg
The Namesake,Jhumpa Lahiri,"Jhumpa Lahiri's Interpreter of Maladies established this young writer as one the most brilliant of her generation. Her stories are one of the very few debut works -- and only a handful of collections -- to have won the Pulitzer Prize for fiction. Among the many other awards and honors it received were the New Yorker Debut of the Year award, the PEN/Hemingway Award, and the highest critical praise for its grace, acuity, and compassion in detailing lives transported from India to America.In The Namesake, Lahiri enriches the themes that made her collection an international bestseller: the immigrant experience, the clash of cultures, the conflicts of assimilation, and, most poignantly, the tangled ties between generations. Here again Lahiri displays her deft touch for the perfect detail — the fleeting moment, the turn of phrase — that opens whole worlds of emotion.The Namesake takes the Ganguli family from their tradition-bound life in Calcutta through their fraught transformation into Americans. On the heels of their arranged wedding, Ashoke and Ashima Ganguli settle together in Cambridge, Massachusetts. An engineer by training, Ashoke adapts far less warily than his wife, who resists all things American and pines for her family. When their son is born, the task of naming him betrays the vexed results of bringing old ways to the new world. Named for a Russian writer by his Indian parents in memory of a catastrophe years before, Gogol Ganguli knows only that he suffers the burden of his heritage as well as his odd, antic name. Lahiri brings great empathy to Gogol as he stumbles along the first-generation path, strewn with conflicting loyalties, comic detours, and wrenching love affairs. With penetrating insight, she reveals not only the defining power of the names and expectations bestowed upon us by our parents, but also the means by which we slowly, sometimes painfully, come to define ourselves.",English,9780618485222,"['Fiction', 'India', 'Contemporary', 'Literary Fiction', 'Novels', 'Indian Literature', 'Literature', 'Book Club', 'Adult Fiction', 'Adult']",291,10/28/03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480106986l/33917._SY475_.jpg
The Princess Diaries,Meg Cabot (Goodreads Author),"Mia Thermopolis is pretty sure there's nothing worse than being a five-foot-nine, flat-chested freshman, who also happens to be flunking Algebra.Is she ever in for a surprise.First mom announces that she's dating Mia's Algebra teacher. Then Dad has to go and reveal that he is the crown prince of Genovia. And guess who still doesn't have a date for the Cultural Diversity Dance?",English,9780613371650,"['Young Adult', 'Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Teen', 'Childrens', 'Humor', 'Realistic Fiction', 'High School']",283,09/19/00,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355011082l/38980.jpg
Little House in the Big Woods,"Laura Ingalls Wilder, Garth Williams (Illustrator)","Based on the real-life adventures of Laura Ingalls Wilder, Little House in the Big Woods is the first book in the award-winning Little House series, which has captivated generations of readers. This edition features the classic black-and-white artwork from Garth Williams.Little House in the Big Woods takes place in 1871 and introduces us to four-year-old Laura, who lives in a log cabin on the edge of the Big Woods of Wisconsin. She shares the cabin with her Pa, her Ma, her sisters Mary and Carrie, and their lovable dog, Jack.Pioneer life isn’t easy for the Ingalls family, since they must grow or catch all their own food as they get ready for the cold winter. But they make the best of every tough situation. They celebrate Christmas with homemade toys and treats, do their spring planting, bring in the harvest in the fall, and make their first trip into town. And every night, safe and warm in their little house, the sound of Pa’s fiddle lulls Laura and her sisters into sleep.The nine books in the timeless Little House series tell the story of Laura’s real childhood as an American pioneer, and are cherished by readers of all generations. They offer a unique glimpse into life on the American frontier, and tell the heartwarming, unforgettable story of a loving family.",English,9780060885373,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Juvenile', 'Family', 'Audiobook']",198,10/28/32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475195170l/8337.jpg
The Restaurant at the End of the Universe,Douglas Adams,"alternate edition for ISBN 0345418921/9780345418920Facing annihilation at the hands of the warlike Vogons is a curious time to have a cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle through space powered by pure improbability - and desperately in search of a place to eat. Among Arthur's motley shipmates are Ford Prefect, a long-time friend and contributor to the The Hitch Hiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMilan, a fellow Earth refuge who's gone native (her name is Trillian now); and Marvin, who suffers nothing and no one gladly.Source: douglasadams.com",English,9999999999999,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Science Fiction Fantasy', 'Classics', 'Audiobook', 'Adventure', 'Novels']",250,10/12/80,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521213881l/8695._SY475_.jpg
The No. 1 Ladies' Detective Agency,Alexander McCall Smith (Goodreads Author),"Precious Ramotswe has only just set up shop as Botswana's No.1 (and only) lady detective when she is hired to track down a missing husband, uncover a con man, and follow a wayward daughter. However, the case that tugs at her heart, and lands her in danger, is a missing eleven-year-old boy, who may have been snatched by witch doctors.",English,9781400034772,"['Mystery', 'Fiction', 'Africa', 'Crime', 'Mystery Thriller', 'Botswana', 'Detective', 'Adult Fiction', 'Adult', 'Audiobook']",235,10/28/98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459953654l/7061._SY475_.jpg
Go Set a Watchman,Harper Lee,"From Harper Lee comes a landmark new novel set two decades after her beloved Pulitzer Prize-winning masterpiece, To Kill a Mockingbird. Maycomb, Alabama. Twenty-six-year-old Jean Louise Finch—""Scout""—returns home from New York City to visit her aging father, Atticus. Set against the backdrop of the civil rights tensions and political turmoil that were transforming the South, Jean Louise's homecoming turns bittersweet when she learns disturbing truths about her close-knit family, the town and the people dearest to her. Memories from her childhood flood back, and her values and assumptions are thrown into doubt. Featuring many of the iconic characters from To Kill a Mockingbird, Go Set a Watchman perfectly captures a young woman, and a world, in a painful yet necessary transition out of the illusions of the past—a journey that can be guided only by one's conscience. Written in the mid-1950s, Go Set a Watchman imparts a fuller, richer understanding and appreciation of Harper Lee. Here is an unforgettable novel of wisdom, humanity, passion, humor and effortless precision—a profoundly affecting work of art that is both wonderfully evocative of another era and relevant to our own times. It not only confirms the enduring brilliance of To Kill a Mockingbird, but also serves as its essential companion, adding depth, context and new meaning to an American classic.",English,9780062409850,"['Fiction', 'Historical Fiction', 'Classics', 'Audiobook', 'Historical', 'Adult', 'Adult Fiction', 'Literature', 'Literary Fiction', 'Novels']",278,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451442088l/24817626.jpg
Tuck Everlasting,Natalie Babbitt,"Doomed to - or blessed with - eternal life after drinking from a magic spring, the Tuck family wanders about trying to live as inconspicuously and comfortably as they can. When ten-year-old Winnie Foster stumbles on their secret, the Tucks take her home and explain why living forever at one age is less a blessing that it might seem. Complications arise when Winnie is followed by a stranger who wants to market the spring water for a fortune.",English,9780374480097,"['Fantasy', 'Young Adult', 'Classics', 'Fiction', 'Childrens', 'Middle Grade', 'School', 'Historical Fiction', 'Romance', 'Read For School']",148,10/28/75,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445184695l/84981.jpg
The Magicians,Lev Grossman (Goodreads Author),"A thrilling and original coming-of-age novel for adults about a young man practicing magic in the real world.Quentin Coldwater is brilliant but miserable. A senior in high school, he’s still secretly preoccupied with a series of fantasy novels he read as a child, set in a magical land called Fillory. Imagine his surprise when he finds himself unexpectedly admitted to a very secret, very exclusive college of magic in upstate New York, where he receives a thorough and rigorous education in the craft of modern sorcery. He also discovers all the other things people learn in college: friendship, love, sex, booze, and boredom. Something is missing, though. Magic doesn’t bring Quentin the happiness and adventure he dreamed it would. After graduation he and his friends make a stunning discovery: Fillory is real. But the land of Quentin’s fantasies turns out to be much darker and more dangerous than he could have imagined. His childhood dream becomes a nightmare with a shocking truth at its heart. At once psychologically piercing and magnificently absorbing, The Magicians boldly moves into uncharted literary territory, imagining magic as practiced by real people, with their capricious desires and volatile emotions. Lev Grossman creates an utterly original world in which good and evil aren’t black and white, love and sex aren’t simple or innocent, and power comes at a terrible price.",English,9780670020553,"['Fantasy', 'Fiction', 'Magic', 'Urban Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adult', 'Audiobook', 'Adult Fiction', 'Contemporary']",402,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313772941l/6101718.jpg
Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr. (Editor)","For the last 250 years people everywhere have enjoyed reading about Lemuel Gulliver's travels in the strange countries of Lilliput and Brobdingnag. The people of these countries, with all their curiously human failings, come to life in Martin Aitchison's vivid illustrations. Here is a story to make you laugh - but to make you think, too.",English,9780141439495,"['Classics', 'Fiction', 'Fantasy', 'Adventure', 'Literature', 'Novels', 'Classic Literature', '18th Century', 'School', 'British Literature']",306,10/28/26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427829692l/7733.jpg
The God Delusion,Richard Dawkins (Goodreads Author),"A preeminent scientist - and the world's most prominent atheist - asserts the irrationality of belief in God, and the grievous harm religion has inflicted on society, from the Crusades to 9/11.With rigor and wit, Dawkins examines God in all his forms, from the sex-obsessed tyrant of the Old Testament, to the more benign (but still illogical) Celestial Watchmaker favored by some Enlightenment thinkers. He eviscerates the major arguments for religion, and demonstrates the supreme improbability of a supreme being. He shows how religion fuels war, foments bigotry, and abuses children, buttressing his points with historical and contemporary evidence.The God Delusion makes a compelling case that belief in God is not just wrong, but potentially deadly. It also offers exhilarating insight into the advantages of atheism to the individual and society, not the least of which is a clearer, truer appreciation of the universe's wonders than any faith could ever muster.",English,9780618680009,"['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Atheism', 'Audiobook', 'Theology', 'Psychology', 'Spirituality', 'Evolution']",374,10/28/06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347220693l/14743.jpg
Just Listen,Sarah Dessen (Goodreads Author),"Last year, Annabel was ""the girl who has everything"" — at least that's the part she played in the television commercial for Kopf's Department Store.This year, she's the girl who has nothing: no best friend because mean-but-exciting Sophie dropped her, no peace at home since her older sister became anorexic, and no one to sit with at lunch. Until she meets Owen Armstrong.Tall, dark, and music-obsessed, Owen is a reformed bad boy with a commitment to truth-telling. With Owen's help, maybe Annabel can face what happened the night she and Sophie stopped being friends.",English,9780670061051,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Teen', 'Music', 'Young Adult Contemporary', 'High School']",371,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358270741l/51738.jpg
A Confederacy of Dunces,"John Kennedy Toole, Walker Percy (Foreword)","Alternate cover for this ISBN can be found here""A green hunting cap squeezed the top of the fleshy balloon of a head. The green earflaps, full of large ears and uncut hair and the fine bristles that grew in the ears themselves, stuck out on either side like turn signals indicating two directions at once. Full, pursed lips protruded beneath the bushy black moustache and, at their corners, sank into little folds filled with disapproval and potato chip crumbs.""Meet Ignatius J. Reilly, the hero of John Kennedy Toole's tragicomic tale, A Confederacy of Dunces. This 30-year-old medievalist lives at home with his mother in New Orleans, pens his magnum opus on Big Chief writing pads he keeps hidden under his bed, and relays to anyone who will listen the traumatic experience he once had on a Greyhound Scenicruiser bound for Baton Rouge. (""Speeding along in that bus was like hurtling into the abyss."") But Ignatius's quiet life of tyrannizing his mother and writing his endless comparative history screeches to a halt when he is almost arrested by the overeager Patrolman Mancuso--who mistakes him for a vagrant--and then involved in a car accident with his tipsy mother behind the wheel. One thing leads to another, and before he knows it, Ignatius is out pounding the pavement in search of a job.Over the next several hundred pages, our hero stumbles from one adventure to the next. His stint as a hotdog vendor is less than successful, and he soon turns his employers at the Levy Pants Company on their heads. Ignatius's path through the working world is populated by marvelous secondary characters: the stripper Darlene and her talented cockatoo; the septuagenarian secretary Miss Trixie, whose desperate attempts to retire are constantly, comically thwarted; gay blade Dorian Greene; sinister Miss Lee, proprietor of the Night of Joy nightclub; and Myrna Minkoff, the girl Ignatius loves to hate. The many subplots that weave through A Confederacy of Dunces are as complicated as anything you'll find in a Dickens novel, and just as beautifully tied together in the end. But it is Ignatius--selfish, domineering, and deluded, tragic and comic and larger than life--who carries the story. He is a modern-day Quixote beset by giants of the modern age. His fragility cracks the shell of comic bluster, revealing a deep streak of melancholy beneath the antic humor. John Kennedy Toole committed suicide in 1969 and never saw the publication of his novel. Ignatius Reilly is what he left behind, a fitting memorial to a talented and tormented life.",English,9780802130204,"['Fiction', 'Classics', 'Humor', 'Literature', 'Comedy', 'Novels', 'American', 'Literary Fiction', 'Audiobook', 'Contemporary']",394,05/01/80,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562554946l/310612._SY475_.jpg
P.S. I Still Love You,Jenny Han (Goodreads Author),"Lara Jean didn’t expect to really fall for Peter.She and Peter were just pretending. Except suddenly they weren’t. Now Lara Jean is more confused than ever.When another boy from her past returns to her life, Lara Jean’s feelings for him return too. Can a girl be in love with two boys at once?In this charming and heartfelt sequel to the New York Times bestseller To All the Boys I've Loved Before, we see first love through the eyes of the unforgettable Lara Jean. Love is never easy, but maybe that’s part of what makes it so amazing.",English,9781442426733,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Audiobook', 'Chick Lit', 'Young Adult Contemporary', 'Realistic Fiction', 'High School', 'Young Adult Romance']",337,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422881430l/20698530.jpg
Pretties,Scott Westerfeld (Goodreads Author),"Gorgeous. Popular. Perfect.Perfectly wrong.Tally has finally become pretty. Now her looks are beyond perfect, her clothes are awesome, her boyfriend is totally hot, and she's completely popular. It's everything she's ever wanted.But beneath all the fun -- the nonstop parties, the high-tech luxury, the total freedom -- is a nagging sense that something's wrong. Something important. Then a message from Tally's ugly past arrives. Reading it, Tally remembers what's wrong with pretty life, and the fun stops cold.Now she has to choose between fighting to forget what she knows and fighting for her life -- because the authorities don't intend to let anyone with this information survive.",English,9780689865398,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen', 'Adventure', 'Post Apocalyptic', 'Science Fiction Fantasy']",370,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388314207l/24768.jpg
The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Things have never been easy for Oscar, a sweet but disastrously overweight, lovesick Dominican ghetto nerd. From his home in New Jersey, where he lives with his old-world mother and rebellious sister, Oscar dreams of becoming the Dominican J. R. R. Tolkien and, most of all, of finding love. But he may never get what he wants, thanks to the Fukœ—the curse that has haunted the Oscar's family for generations, dooming them to prison, torture, tragic accidents, and, above all, ill-starred love. Oscar, still waiting for his first kiss, is just its most recent victim. Diaz immerses us in the tumultuous life of Oscar and the history of the family at large, rendering with genuine warmth and dazzling energy, humor, and insight the Dominican-American experience, and, ultimately, the endless human capacity to persevere in the face of heartbreak and loss. A true literary triumph, The Brief Wondrous Life of Oscar Wao confirms Junot Diaz as one of the best and most exciting voices of our time.",English,9781594489587,"['Fiction', 'Contemporary', 'Magical Realism', 'Novels', 'Literary Fiction', 'Literature', 'Historical Fiction', 'Audiobook', 'Book Club', 'Adult']",335,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391409748l/297673.jpg
Wizard's First Rule,Terry Goodkind,"In the aftermath of the brutal murder of his father, a mysterious woman, Kahlan Amnell, appears in Richard Cypher's forest sanctuary seeking help . . . and more. His world, his very beliefs, are shattered when ancient debts come due with thundering violence. In a dark age it takes courage to live, and more than mere courage to challenge those who hold dominion, Richard and Kahlan must take up that challenge or become the next victims. Beyond awaits a bewitching land where even the best of their hearts could betray them. Yet, Richard fears nothing so much as what secrets his sword might reveal about his own soul. Falling in love would destroy them—for reasons Richard can't imagine and Kahlan dare not say.In their darkest hour, hunted relentlessly, tormented by treachery and loss, Kahlan calls upon Richard to reach beyond his sword—to invoke within himself something more noble. Neither knows that the rules of battle have just changed . . . or that their time has run out.This is the beginning. One book. One Rule. Witness the birth of a legend.",English,9780765346520,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Romance', 'Adult', 'Epic']",836,08/15/94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385248539l/43889.jpg
The Clan of the Cave Bear,Jean M. Auel,"This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel's magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves the Clan of the Cave Bear. A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly--she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza's way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.",English,B00466HQ2Y,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Romance', 'Adventure', 'Prehistoric', 'Adult', 'Novels']",516,05/04/80,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529681430l/40611463._SY475_.jpg
The Virgin Suicides,Jeffrey Eugenides,"The shocking thing about the girls was how nearly normal they seemed when their mother let them out for the one and only date of their lives. Twenty years on, their enigmatic personalities are embalmed in the memories of the boys who worshipped them and who now recall their shared adolescence: the brassiere draped over a crucifix belonging to the promiscuous Lux; the sisters' breathtaking appearance on the night of the dance; and the sultry, sleepy street across which they watched a family disintegrate and fragile lives disappear.",English,9780747560593,"['Fiction', 'Contemporary', 'Classics', 'Young Adult', 'Literary Fiction', 'Coming Of Age', 'Novels', 'Literature', 'Adult Fiction', 'Adult']",250,10/28/93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319032910l/10956.jpg
Cujo,Stephen King (Goodreads Author),"Outside a peaceful town in central Maine, a monster is waiting. Cujo is a two-hundred-pound Saint Bernard, the best friend Brett Camber has ever had. One day Cujo chases a rabbit into a bolt-hole—a cave inhabited by sick bats. What happens to Cujo, how he becomes a horrifying vortex inexorably drawing in all the people around him makes for one of the most heart-stopping novels Stephen King has written.",Spanish,9780307348241,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Animals', 'Adult', 'Audiobook', 'Novels', 'Fantasy', 'Dogs']",432,09/08/81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394208144l/10603.jpg
The Song of Achilles,Madeline Miller (Goodreads Author),"Greece in the age of heroes. Patroclus, an awkward young prince, has been exiled to the court of King Peleus and his perfect son Achilles. By all rights their paths should never cross, but Achilles takes the shamed prince as his friend, and as they grow into young men skilled in the arts of war and medicine their bond blossoms into something deeper - despite the displeasure of Achilles' mother Thetis, a cruel sea goddess. But then word comes that Helen of Sparta has been kidnapped. Torn between love and fear for his friend, Patroclus journeys with Achilles to Troy, little knowing that the years that follow will test everything they hold dear.Profoundly moving and breathtakingly original, this rendering of the epic Trojan War is a dazzling feat of the imagination, a devastating love story, and an almighty battle between gods and kings, peace and glory, immortal fame and the human heart.",English,9781408816035,"['Historical Fiction', 'Fantasy', 'Fiction', 'Mythology', 'LGBT', 'Romance', 'Historical', 'Retellings', 'Audiobook', 'Adult']",352,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331154660l/11250317.jpg
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,"A #1 New York Times bestseller, The Purpose Driven Life will help you understand why you are alive and reveal God's amazing plan for you both here and now, and for eternity. Rick Warren will guide you through a personal forty-day spiritual journey that will transform your answer to life's most important question: What on earth am I here for? Knowing God's purpose for creating you will reduce your stress, focus your energy, simplify your decisions, give meaning to your life, and most important, prepare you for eternity. Movie stars and political leaders aren't the only ones turning to Rick Warren for spiritual guidance. Millions of people from NBA and LPGA players to corporate executives to high school students to prison inmates meet regularly to discuss The Purpose Driven Life.",English,9780310276999,"['Christian', 'Nonfiction', 'Religion', 'Self Help', 'Spirituality', 'Christianity', 'Faith', 'Christian Living', 'Inspirational', 'Christian Non Fiction']",334,01/01/02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440111652l/56495._SY475_.jpg
The Great Hunt,Robert Jordan,"The Wheel of Time turns and Ages come and pass. What was, what will be, and what is, may yet fall under the Shadow.

Let the Dragon ride again on the winds of time.",English,9780812517729,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Epic', 'Adventure', 'Magic', 'Audiobook', 'Adult']",705,11/15/90,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437870280l/233649._SY475_.jpg
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"A deliciously funny, delectably shocking banquet of wild-but-true tales of life in the culinary trade from Chef Anthony Bourdain, laying out his more than a quarter-century of drugs, sex, and haute cuisine—now with all-new, never-before-published material.New York Chef Tony Bourdain gives away secrets of the trade in his wickedly funny, inspiring memoir/expose. Kitchen Confidential reveals what Bourdain calls ""twenty-five years of sex, drugs, bad behavior and haute cuisine.""",English,9780060899226,"['Nonfiction', 'Food', 'Memoir', 'Biography', 'Cooking', 'Audiobook', 'Autobiography', 'Biography Memoir', 'Humor', 'Foodie']",312,05/22/00,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433739086l/33313._SY475_.jpg
Obsidian,Jennifer L. Armentrout (Goodreads Author),"Starting over sucks.When we moved to West Virginia right before my senior year, I’d pretty much resigned myself to thick accents, dodgy internet access, and a whole lot of boring… until I spotted my hot neighbor, with his looming height and eerie green eyes. Things were looking up.And then he opened his mouth.Daemon is infuriating. Arrogant. Stab-worthy. We do not get along. At all. But when a stranger attacks me and Daemon literally freezes time with a wave of his hand, well, something… unexpected happens. The hot alien living next door marks me.You heard me. Alien. Turns out Daemon and his sister have a galaxy of enemies wanting to steal their abilities, and Daemon’s touch has me lit up like the Vegas Strip. The only way I’m getting out of this alive is by sticking close to Daemon until my alien mojo fades. If I don’t kill him first, that is.",English,9999999999999,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Aliens', 'Science Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction']",335,11/29/11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328275091l/12578077.jpg
"In a Dark, Dark Wood",Ruth Ware (Goodreads Author),"In a dark, dark woodNora hasn't seen Clare for ten years. Not since Nora walked out of school one day and never went back. There was a dark, dark houseUntil, out of the blue, an invitation to Clare’s hen do arrives. Is this a chance for Nora to finally put her past behind her?And in the dark, dark house there was a dark, dark roomBut something goes wrong. Very wrong.And in the dark, dark room.... Some things can’t stay secret for ever.",English,9781501112331,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Crime', 'Adult', 'Horror', 'Adult Fiction']",308,07/30/15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523543089l/27834600._SY475_.jpg
